"","1","2","3","4","5","6","7","8"
"1",1,0,0,0,0,0,0,0
"2",0.942638820810885,0.0559192520820016,0.00142167590038987,2.00801680846027e-05,1.70170915971209e-07,8.65275843921404e-10,2.44428204497572e-12,2.95917923120547e-15
"3",0.88812133376927,0.106270928827092,0.00544979122190216,0.0001552647071767,2.65409755857606e-06,2.7221513421293e-08,1.55108338582866e-10,3.787749415943e-13
"4",0.836329074105648,0.151404401346712,0.0117468932079346,0.000506331603790283,1.30947828566452e-05,2.03194906396219e-07,1.75168022755362e-09,6.47172497864636e-12
"5",0.787147558487678,0.191653318588304,0.0199986071570404,0.00115933954533568,4.03248537508062e-05,8.41562165234216e-07,9.75724249546917e-09,4.84831925240704e-11
"6",0.740466183807022,0.22733610906356,0.0299126459294157,0.00218659692466489,9.5903373888811e-05,2.52377299707397e-06,3.68972660390932e-08,2.31185877437927e-10
"7",0.696178127696239,0.25875647224108,0.0412178451357472,0.0036475969146679,0.000193677712283251,6.17026340017438e-06,1.09208201772998e-07,8.28380797266734e-10
"8",0.654180250760815,0.286203859707857,0.0536632236952231,0.00558991913491907,0.000349369945932442,1.31013729724666e-05,2.7294527025972e-07,2.43701134160465e-09
"9",0.614373000511423,0.309953946203961,0.0670170694495051,0.00805009843237299,0.000580187274405261,2.5089179433741e-05,6.02743049459243e-07,6.20584864308101e-09
"10",0.576660316981495,0.330269090634856,0.0810660495194647,0.0110544612981088,0.000904455924390722,4.44005635609991e-05,1.21092446075452e-06,1.41536625282996e-08
"11",0.540949540015185,0.347398787165715,0.0956143450914813,0.0146199304421225,0.00134127802221307,7.38318177364995e-05,2.25785375340977e-06,2.95917923120547e-08
"12",0.507151318210826,0.361580106502163,0.110482810320105,0.018754798048166,0.0019102109123132,0.000116735111308029,3.96322908761827e-06,5.76660316981495e-08
"13",0.475179519504942,0.373038127461824,0.125508155033885,0.0234594682306327,0.00263096839969712,0.000177037125960928,6.61821031629636e-06,1.06032742050142e-07
"14",0.444951143381933,0.381986358941094,0.140542150931157,0.0287271692154881,0.00352314339435231,0.000259250174301397,1.05982775657804e-05,1.85684108295343e-07
"15",0.416386234694481,0.388627152381516,0.155450860952606,0.0345446357672458,0.00460595143563278,0.000368476114850622,1.63767162155832e-05,3.11937451725395e-07
"16",0.389407799079796,0.393152104840178,0.170113891517385,0.0408927623839868,0.00589799457461347,0.000510403376649243,2.45386238773674e-05,5.05603513956747e-07
"17",0.363941719956767,0.395742452768523,0.184423667309603,0.0477472277824215,0.00741704509241498,0.000691297406671687,3.57953349732913e-05,7.94348626314369e-07
"18",0.339916677089114,0.396569456603966,0.198284728301983,0.0550790911949953,0.00917984853249921,0.000917984853249921,5.09991585138845e-05,1.21426567890201e-06
"19",0.317264066699623,0.395794776278737,0.211613048703483,0.0628553610010346,0.0112019455249369,0.00119783179870612,7.11583246756111e-05,1.81166880362235e-06
"20",0.295917923120547,0.393570837750327,0.224335377517687,0.0710395362139341,0.0134975118806475,0.00153871635439381,9.74520357782747e-05,2.64512668541031e-06
"21",0.275814841965267,0.390041190657953,0.236388600398759,0.0795921213463835,0.0160792164336128,0.00194899593134701,0.000131245517262425,3.787749415943e-06
"22",0.256893904806287,0.38534085720943,0.247719122491776,0.0884711151756344,0.0189580961090645,0.00243746949973687,0.000174104964266919,5.32974380408936e-06
"23",0.239096605344663,0.379596672402867,0.258282271944219,0.0976324739308044,0.0221434476956464,0.00301333515033538,0.000227812279406798,7.38125205736313e-06
"24",0.222366777055939,0.372927615687565,0.268041723775437,0.10703054942422,0.0256427357995526,0.00368614327118569,0.000294379497351635,1.00754887486423e-05
"25",0.206650522297681,0.365445134168531,0.276968943790886,0.116618502648794,0.0294615164586428,0.00446574565267848,0.000376062791804504,1.35721909824182e-05
"26",0.191896142863695,0.357253457459006,0.285042652227931,0.126348693363444,0.0336033758945331,0.005362240834234,0.000475375960481738,1.80613966748381e-05
"27",0.178054071970017,0.34844990428541,0.292248306820021,0.13617304618854,0.0380698838806672,0.00638591600578933,0.00059510328369363,2.37675658618039e-05
"28",0.165076807657755,0.339125180949084,0.298577604966041,0.14604339373339,0.0428605612043644,0.00754718577729025,0.00073831165212622,3.09540599493912e-05
"29",0.152918847597872,0.329363671749263,0.304028004691627,0.155911797277757,0.0479728607008484,0.0088565281293874,0.000908361859424349,3.99279938208505e-05
"30",0.141536625282996,0.319243721471646,0.308602264089258,0.165730845529416,0.0534021613372564,0.0103244178585362,0.00110891895517611,5.10454757144561e-05
"31",0.130888447591343,0.30883791004699,0.312307998923922,0.175453931979731,0.0591417748246286,0.0119612578297002,0.00134396155389889,6.47172497864636e-05
"32",0.120934433707838,0.2982133194841,0.315157258091151,0.185035511379274,0.0651829642358807,0.0137773083498566,0.0016177899956271,8.14147562734416e-05
"33",0.111636455387515,0.287431793181649,0.317166116614233,0.194431335855469,0.0715149741077586,0.0157826149755053,0.0019350332537018,0.000101676624168239
"34",0.102958078546298,0.276550187723195,0.318354285867399,0.203598671194267,0.0781250715047768,0.0179869350673788,0.00230065448536241,0.000126115611323853
"35",0.0948645061642197,0.265620617259815,0.318744740711778,0.212496493807852,0.0849985975231409,0.0203996634055538,0.00271995512074051,0.000155426006899458
"36",0.0873225224862,0.25469069058475,0.318363363230938,0.221085668910373,0.0921190287126556,0.0230297571781639,0.0031985773858561,0.000190391511062863
