"","1","2","3","4","5","6","7","8"
"1",1,0,0,0,0,0,0,0
"2",0.782204363109558,0.19555109077739,0.0209519025832917,0.00124713705852927,4.45406092331882e-05,9.54441626425462e-07,1.13624003145888e-08,5.79714301764736e-11
"3",0.606401635328967,0.314430477577983,0.0698734394617739,0.00862635055083629,0.000638988929691577,2.83995079862923e-05,7.01222419414625e-07,7.42034306258862e-09
"4",0.465615522808674,0.376074076114699,0.130179487885857,0.0250345169011264,0.00288859810397612,0.000199979868736808,7.69153341295417e-06,1.26783517795948e-07
"5",0.353829529885703,0.396289073471988,0.190218755266554,0.0507250014044144,0.00811600022470631,0.000779136021571805,4.15539211504963e-05,9.49803912011344e-07
"6",0.265884307912808,0.387747949039511,0.242342468149694,0.084146690329755,0.0175305604853656,0.0021913200606707,0.000152175004213243,4.529017982537e-06
"7",0.197382600663841,0.360437792516579,0.282081750665149,0.12264423941963,0.0319941494138165,0.00500777990824955,0.000435459122456483,1.62282902778813e-05
"8",0.144601494139328,0.322066964219413,0.307427556754894,0.163029764945777,0.0518731070282018,0.00990304770538398,0.00105032324148012,4.77419655218236e-05
"9",0.104411678596228,0.278431142923275,0.318207020483743,0.202036203481742,0.0769661727549493,0.0175922680582741,0.00223393880105068,0.000121574900737452
"10",0.0742034306258862,0.233740806471542,0.315550088736581,0.236662566552436,0.106498154948596,0.0287545018361209,0.00431317527541814,0.000277275553419738
"11",0.0518190231041616,0.190912190383753,0.301440300605926,0.264421316320988,0.139169113853151,0.0439481412167847,0.00771020021347099,0.000579714301764736
"12",0.0354912708377264,0.151823769694719,0.278343577773651,0.283498088473163,0.173248831844711,0.0635245716763939,0.0129401905266728,0.0011296991729635
"13",0.0237879197305263,0.117540309256718,0.248908890190698,0.292833988459644,0.206706344795043,0.0875462166190771,0.020599109792724,0.00207722115556881
"14",0.0155615872943939,0.0885065277368651,0.215734661358609,0.292140687256449,0.237364308395865,0.115715100342984,0.0313395063428916,0.00363762127194277
"15",0.00990496232780842,0.0647124205416817,0.181194777516709,0.281858542803769,0.263067973283518,0.14731806503877,0.0458322869009507,0.00611097158679342
"16",0.00611097158679342,0.0458322869009507,0.14731806503877,0.263067973283518,0.281858542803769,0.181194777516709,0.0647124205416817,0.00990496232780842
"17",0.00363762127194277,0.0313395063428916,0.115715100342984,0.237364308395865,0.292140687256449,0.215734661358609,0.0885065277368651,0.0155615872943939
"18",0.00207722115556881,0.020599109792724,0.0875462166190771,0.206706344795043,0.292833988459644,0.248908890190698,0.117540309256718,0.0237879197305263
"19",0.0011296991729635,0.0129401905266728,0.0635245716763939,0.173248831844711,0.283498088473163,0.278343577773651,0.151823769694719,0.0354912708377264
"20",0.000579714301764737,0.007710200213471,0.0439481412167847,0.139169113853151,0.264421316320988,0.301440300605926,0.190912190383753,0.0518190231041615
"21",0.000277275553419738,0.00431317527541815,0.028754501836121,0.106498154948596,0.236662566552436,0.315550088736581,0.233740806471542,0.0742034306258862
"22",0.000121574900737452,0.00223393880105068,0.0175922680582741,0.0769661727549493,0.202036203481742,0.318207020483743,0.278431142923275,0.104411678596228
"23",4.77419655218237e-05,0.00105032324148012,0.009903047705384,0.0518731070282019,0.163029764945777,0.307427556754894,0.322066964219413,0.144601494139328
"24",1.62282902778814e-05,0.000435459122456483,0.00500777990824955,0.0319941494138166,0.12264423941963,0.282081750665149,0.360437792516579,0.197382600663841
"25",4.529017982537e-06,0.000152175004213243,0.0021913200606707,0.0175305604853656,0.084146690329755,0.242342468149694,0.387747949039511,0.265884307912808
"26",9.49803912011342e-07,4.15539211504962e-05,0.000779136021571805,0.0081160002247063,0.0507250014044144,0.190218755266554,0.396289073471988,0.353829529885703
"27",1.26783517795948e-07,7.69153341295416e-06,0.000199979868736808,0.00288859810397612,0.0250345169011264,0.130179487885857,0.376074076114698,0.465615522808674
"28",7.42034306258861e-09,7.01222419414624e-07,2.83995079862923e-05,0.000638988929691576,0.00862635055083628,0.0698734394617739,0.314430477577983,0.606401635328967
"29",5.79714301764735e-11,1.13624003145888e-08,9.54441626425461e-07,4.45406092331882e-05,0.00124713705852927,0.0209519025832917,0.19555109077739,0.782204363109558
"30",0,0,0,0,0,0,0,1
